seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_Q,mean_Q
18616,simple_two_signal_learner,0.7916666666666666,0.3854166666666667,0.1971706454465075,0.7065366666666635,0.8299812956567062,0.8696298312911586
18617,tdc_full,0.8181818181818182,0.4025974025974026,0.18165627782724844,0.7014433333333301,0.9058101869872082,0.8418326264537955
18617,simple_success_learner,0.6753246753246753,0.5064935064935064,0.3561887800534283,0.5821508333333282,0.5747667005302403,0.6178529057399985
18617,simple_calibrated_learner,0.7922077922077922,0.42857142857142855,0.24220837043633126,0.6833016666666627,0.7834584722016281,0.7891691939354931
18617,simple_two_signal_learner,0.8181818181818182,0.4025974025974026,0.18967052537845058,0.7203366666666638,0.8549196008027746,0.8648080619477031
18618,tdc_full,0.8021978021978022,0.3626373626373626,0.16637010676156583,0.6883683333333299,0.9071230374760848,0.8479239534992777
18618,simple_success_learner,0.5824175824175825,0.5164835164835165,0.35587188612099646,0.5566474999999953,0.5860866052201869,0.6184390528655616
18618,simple_calibrated_learner,0.7912087912087912,0.37362637362637363,0.22419928825622776,0.6716174999999961,0.8118335701715191,0.8117975992818788
18618,simple_two_signal_learner,0.8021978021978022,0.3626373626373626,0.19128113879003558,0.69923833333333,0.8719268740473828,0.8686369108833172
18619,tdc_full,0.8085106382978723,0.3404255319148936,0.19047619047619047,0.6985508333333297,0.9039770713348341,0.8186312876737912
18619,simple_success_learner,0.648936170212766,0.4787234042553192,0.3411255411255411,0.5870708333333284,0.5878499026746973,0.6152776121159316
18619,simple_calibrated_learner,0.8085106382978723,0.3404255319148936,0.16277056277056276,0.7179549999999968,0.8653116043088722,0.8567362814944613
18619,simple_two_signal_learner,0.8085106382978723,0.3404255319148936,0.15151515151515152,0.7270216666666639,0.8890401807215791,0.889950479952543
18620,tdc_full,0.8279569892473119,0.3225806451612903,0.18923766816143497,0.6947666666666631,0.9084014399136955,0.8404817810278503
