seed,condition,A_TF,I,C_T,R_C,H_self,joint_maturity_product,joint_interaction,target_reliability,ethical_sensitivity,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,ethical_sense_reliability_realized,deep_path_activation_rate
11164,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8721428571428571,0.8784893267651889,0.7280000000000139,0.9358736059479554,0.7685714285714286
11164,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7507142857142857,0.7748344370860927,0.5226071428571496,0.8004223864836325,0.6764285714285714
11164,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7571428571428571,0.7532051282051282,0.49903571428571736,0.8013120899718837,0.7621428571428571
11164,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8157142857142857,0.8240887480190174,0.6214285714285812,0.877,0.7142857142857143
11164,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8164285714285714,0.8328025477707006,0.6285000000000098,0.871939736346516,0.7585714285714286
11164,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8207142857142857,0.840064620355412,0.6384642857142981,0.8591426071741033,0.8164285714285714
11164,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7128571428571429,0.7258064516129032,0.4318214285714295,0.735266604303087,0.7635714285714286
11165,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8614285714285714,0.864951768488746,0.7031071428571568,0.9273066169617894,0.7664285714285715
11165,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7585714285714286,0.7756410256410257,0.5246785714285769,0.8008429926238145,0.6778571428571428
11165,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7442857142857143,0.7423014586709886,0.47946428571428895,0.7819905213270142,0.7535714285714286
11165,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8085714285714286,0.80248833592535,0.5905000000000088,0.8771929824561403,0.7328571428571429
11165,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7885714285714286,0.7786377708978328,0.5477857142857213,0.8551859099804305,0.73
11165,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8392857142857143,0.8293460925039873,0.6458571428571559,0.8767605633802817,0.8114285714285714
11165,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7164285714285714,0.7389240506329114,0.4422142857142863,0.725417439703154,0.77
11166,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8728571428571429,0.8708661417322835,0.7168928571428718,0.9337626494940202,0.7764285714285715
11166,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.735,0.7179054054054054,0.4626428571428588,0.7684989429175476,0.6757142857142857
11166,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7521428571428571,0.7504051863857374,0.494285714285719,0.789622641509434,0.7571428571428571
11166,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8128571428571428,0.809748427672956,0.6045357142857233,0.877139979859013,0.7092857142857143
11166,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.805,0.8018867924528302,0.5883571428571506,0.8742690058479532,0.7328571428571429
11166,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8142857142857143,0.814873417721519,0.6066071428571539,0.8458149779735683,0.8107142857142857
11166,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7128571428571429,0.7001594896331739,0.40510714285713967,0.7447584320875114,0.7835714285714286
11167,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8678571428571429,0.8521870286576169,0.6895000000000133,0.9283054003724395,0.7671428571428571
11167,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.705,0.6993355481727574,0.4128928571428555,0.7689030883919062,0.6707142857142857
11167,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7478571428571429,0.7198748043818466,0.4538214285714316,0.7912395153774464,0.7664285714285715
11167,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8028571428571428,0.7770992366412214,0.5589285714285773,0.8727272727272727,0.7071428571428572
11167,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8135714285714286,0.8166939443535188,0.6162500000000121,0.8727272727272727,0.7464285714285714
11167,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8221428571428572,0.8363047001620746,0.6366071428571553,0.8519480519480519,0.825
11167,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.73,0.7165354330708661,0.4341785714285725,0.7451523545706371,0.7735714285714286
11168,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8592857142857143,0.8708206686930091,0.7002857142857272,0.9325095057034221,0.7514285714285714
11168,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.725,0.7221374045801526,0.43171428571428694,0.7757510729613734,0.6657142857142857
11168,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7307142857142858,0.7302325581395349,0.44460714285714303,0.7697431018078021,0.7507142857142857
11168,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7871428571428571,0.7884012539184952,0.5583928571428646,0.8567164179104477,0.7178571428571429
11168,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8121428571428572,0.797716150081566,0.5995357142857224,0.8710976837865055,0.7092857142857143
11168,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8428571428571429,0.8534351145038168,0.6653928571428703,0.8804251550044287,0.8064285714285714
11168,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7457142857142857,0.7527386541471048,0.48121428571429,0.7707182320441989,0.7757142857142857
11169,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8585714285714285,0.8718801996672213,0.7099285714285853,0.9232902033271719,0.7728571428571429
11169,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7407142857142858,0.7419354838709677,0.4779285714285735,0.8037578288100209,0.6842857142857143
11169,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.77,0.7657232704402516,0.5191071428571508,0.8084507042253521,0.7607142857142857
11169,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7978571428571428,0.7990196078431373,0.5861428571428676,0.8611111111111112,0.72
11169,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8028571428571428,0.7987321711568938,0.5854642857142944,0.8659384309831182,0.7192857142857143
11169,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8078571428571428,0.8085808580858086,0.6011428571428674,0.8545296167247387,0.82
11169,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7192857142857143,0.7001569858712716,0.4078571428571414,0.7462962962962963,0.7714285714285715
11170,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.865,0.8652931854199684,0.7052500000000139,0.9328984156570364,0.7664285714285715
11170,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.735,0.7598116169544741,0.4828571428571455,0.7851063829787234,0.6714285714285714
11170,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7428571428571429,0.746606334841629,0.4651785714285739,0.7772511848341233,0.7535714285714286
11170,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7914285714285715,0.7756410256410257,0.5555714285714358,0.8605577689243028,0.7171428571428572
11170,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7914285714285715,0.7887096774193548,0.5683928571428655,0.8507462686567164,0.7178571428571429
11170,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8421428571428572,0.8092868988391376,0.6367500000000126,0.8887923544743701,0.8221428571428572
11170,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7178571428571429,0.7177033492822966,0.4263571428571416,0.7365988909426987,0.7728571428571429
11171,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8521428571428571,0.8562596599690881,0.6811428571428702,0.9325842696629213,0.7628571428571429
11171,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.735,0.7213855421686747,0.43817857142857375,0.7936333699231614,0.6507142857142857
11171,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7692857142857142,0.7740863787375415,0.5368928571428628,0.8059981255857545,0.7621428571428571
11171,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.815,0.800314465408805,0.597428571428581,0.8745059288537549,0.7228571428571429
11171,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8207142857142857,0.8186119873817035,0.619714285714297,0.8706225680933852,0.7342857142857143
11171,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8307142857142857,0.8294701986754967,0.6421071428571549,0.8621877691645133,0.8292857142857143
11171,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7121428571428572,0.7030015797788309,0.40449999999999803,0.7239488117001828,0.7814285714285715
11172,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8535714285714285,0.8607784431137725,0.683428571428584,0.9281609195402298,0.7457142857142857
11172,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7257142857142858,0.719435736677116,0.43628571428571333,0.7891949152542372,0.6742857142857143
11172,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7421428571428571,0.7647058823529411,0.4922500000000036,0.7845868152274837,0.7692857142857142
11172,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8092857142857143,0.8009188361408882,0.5875714285714372,0.875,0.72
11172,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7928571428571428,0.7558528428093646,0.5483214285714357,0.8599801390268124,0.7192857142857143
11172,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8192857142857143,0.8161993769470405,0.6093571428571541,0.8540587219343696,0.8271428571428572
11172,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.725,0.716236722306525,0.41914285714285704,0.7509225092250923,0.7742857142857142
11173,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8507142857142858,0.8534621578099839,0.6822500000000133,0.9192200557103064,0.7692857142857142
11173,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.745,0.7323481116584565,0.47746428571428784,0.800205973223481,0.6935714285714286
11173,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7728571428571429,0.778675282714055,0.5385357142857208,0.8001850138760407,0.7721428571428571
11173,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8057142857142857,0.7940298507462686,0.5736071428571501,0.8825331971399387,0.6992857142857143
11173,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8057142857142857,0.7922480620155039,0.5794285714285803,0.8739754098360656,0.6971428571428572
11173,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8342857142857143,0.8380386329866271,0.6381071428571556,0.8711385701676964,0.8092857142857143
11173,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7314285714285714,0.7193251533742331,0.4305357142857149,0.7493212669683258,0.7892857142857143
11174,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8607142857142858,0.8544,0.6925714285714427,0.9382022471910112,0.7628571428571429
11174,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7307142857142858,0.7240829346092504,0.45025000000000065,0.7888531618435155,0.6664285714285715
11174,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.755,0.764525993883792,0.49789285714286163,0.8017324350336862,0.7421428571428571
11174,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8185714285714286,0.8248407643312102,0.6248571428571537,0.876953125,0.7314285714285714
11174,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7935714285714286,0.8044515103338633,0.5810714285714361,0.8514563106796117,0.7357142857142858
11174,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8128571428571428,0.8484848484848485,0.6427857142857282,0.8537005163511188,0.83
11174,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7178571428571429,0.7065390749601276,0.4167142857142853,0.7397388059701493,0.7657142857142857
11175,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8764285714285714,0.8676236044657097,0.7188214285714438,0.9405306495882891,0.7807142857142857
11175,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7242857142857143,0.7232,0.441714285714287,0.7772177419354839,0.7085714285714285
11175,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7392857142857143,0.7523510971786834,0.4760357142857169,0.774500475737393,0.7507142857142857
11175,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7921428571428571,0.7793880837359098,0.5602857142857225,0.8705533596837944,0.7228571428571429
11175,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8057142857142857,0.7796875,0.5680714285714387,0.8668639053254438,0.7242857142857143
11175,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8421428571428572,0.8448,0.6628214285714421,0.8825591586327782,0.815
11175,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7278571428571429,0.7344,0.4512142857142864,0.759493670886076,0.79
11176,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.87,0.8701923076923077,0.7160000000000146,0.9365671641791045,0.7657142857142857
11176,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7264285714285714,0.7327188940092166,0.44335714285714467,0.7670807453416149,0.69
11176,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7664285714285715,0.7719298245614035,0.5256785714285781,0.8031341821743389,0.7292857142857143
11176,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7935714285714286,0.7895569620253164,0.5675714285714368,0.8571428571428571,0.72
11176,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7864285714285715,0.7813455657492355,0.5460714285714355,0.8445544554455445,0.7214285714285714
11176,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8585714285714285,0.8421052631578947,0.680142857142872,0.8961937716262975,0.8257142857142857
11176,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7428571428571429,0.744408945686901,0.4754285714285743,0.7582720588235294,0.7771428571428571
11177,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8535714285714285,0.8634222919937206,0.69114285714287,0.9260299625468165,0.7628571428571429
11177,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7328571428571429,0.7429906542056075,0.4640714285714301,0.7948164146868251,0.6614285714285715
11177,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7664285714285715,0.781591263650546,0.5281785714285788,0.7927170868347339,0.765
11177,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7942857142857143,0.8,0.5692857142857226,0.8568627450980392,0.7285714285714285
11177,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8014285714285714,0.8006279434850864,0.5837142857142955,0.860236220472441,0.7257142857142858
11177,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.82,0.8296875,0.6228928571428696,0.8671268334771355,0.8278571428571428
11177,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7128571428571429,0.717628705148206,0.41514285714285426,0.7308394160583942,0.7828571428571428
11178,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8492857142857143,0.851063829787234,0.6812857142857273,0.9201127819548872,0.76
11178,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7521428571428571,0.7445378151260504,0.5003571428571463,0.788659793814433,0.6928571428571428
11178,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7414285714285714,0.7579113924050633,0.4843214285714323,0.7859128822984245,0.7707142857142857
11178,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7957142857142857,0.7736434108527132,0.5508928571428643,0.8689655172413793,0.725
11178,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8092857142857143,0.8242811501597445,0.6154285714285819,0.8628404669260701,0.7342857142857143
11178,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8414285714285714,0.8501683501683501,0.6725357142857268,0.8674080410607357,0.835
11178,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.705,0.7305389221556886,0.40960714285714056,0.7264239028944911,0.765
11179,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8642857142857143,0.8588957055214724,0.6948214285714414,0.9333333333333333,0.7607142857142857
11179,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7414285714285714,0.7400611620795107,0.4639642857142886,0.7946336429308566,0.6921428571428572
11179,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7507142857142857,0.7535101404056163,0.4873214285714336,0.781042654028436,0.7535714285714286
11179,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8014285714285714,0.8105590062111802,0.5910000000000093,0.8774703557312253,0.7228571428571429
11179,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7914285714285715,0.7932618683001531,0.5625357142857212,0.8701684836471755,0.7207142857142858
11179,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.84,0.8286189683860233,0.6513571428571558,0.8691910499139415,0.83
11179,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7328571428571429,0.7438423645320197,0.4720000000000026,0.7584586466165414,0.76
11180,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.86,0.8333333333333334,0.6778571428571549,0.9245283018867925,0.7571428571428571
11180,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.71,0.7091757387247278,0.40992857142856987,0.7678958785249458,0.6585714285714286
11180,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.75,0.7671875,0.4983928571428627,0.7944700460829494,0.775
11180,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.785,0.785829307568438,0.5596071428571506,0.8557013118062563,0.7078571428571429
11180,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8121428571428572,0.8349358974358975,0.6278928571428671,0.8546679499518768,0.7421428571428571
11180,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8428571428571429,0.8407350689127105,0.6529285714285834,0.8721934369602763,0.8271428571428572
11180,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7307142857142858,0.7142857142857143,0.43610714285714475,0.7616777883698761,0.7492857142857143
11181,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8621428571428571,0.8729903536977492,0.7122500000000129,0.9382835101253616,0.7407142857142858
11181,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7642857142857142,0.7702060221870047,0.5227500000000064,0.8099688473520249,0.6878571428571428
11181,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7542857142857143,0.7543581616481775,0.4952857142857189,0.8003802281368821,0.7514285714285714
11181,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7935714285714286,0.8183254344391785,0.5950714285714381,0.8580375782881002,0.6842857142857143
11181,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8078571428571428,0.7954911433172303,0.5902500000000085,0.8795656465942744,0.7235714285714285
11181,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8128571428571428,0.822884012539185,0.6094285714285841,0.8494897959183674,0.84
11181,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7435714285714285,0.7444794952681388,0.4730357142857197,0.7607305936073059,0.7821428571428571
11182,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8621428571428571,0.859375,0.6955000000000129,0.924015009380863,0.7614285714285715
11182,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.75,0.7561374795417348,0.5026428571428618,0.8126293995859213,0.69
11182,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.75,0.746218487394958,0.4966428571428619,0.7950664136622391,0.7528571428571429
