seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,mean_Q,final_Q
18429,simple_matched_Q_anticapture,0.7931034482758621,0.28735632183908044,0.17342130065975495,0.7270142222222187,0.8435481583287484,0.906493998715969
18429,simple_static_q084,0.7816091954022989,0.2988505747126437,0.19227144203581528,0.7331164444444407,0.84,0.84
18430,tdc_full,0.8461538461538461,0.3076923076923077,0.17369970559371933,0.670606222222218,0.8315059216104698,0.9050638251083678
18430,simple_matched_Q,0.8461538461538461,0.3076923076923077,0.17369970559371933,0.670606222222218,0.8315059216104698,0.9050638251083678
18430,simple_matched_Q_anticapture,0.8461538461538461,0.3076923076923077,0.17369970559371933,0.670606222222218,0.8315059216104698,0.9050638251083678
18430,simple_static_q084,0.8021978021978022,0.3516483516483517,0.17958783120706576,0.6687982222222177,0.84,0.84
18431,tdc_full,0.8690476190476191,0.2619047619047619,0.19649805447470817,0.6645742222222183,0.8183244401362783,0.9024797701749463
18431,simple_matched_Q,0.8690476190476191,0.2619047619047619,0.19649805447470817,0.6645742222222183,0.8183244401362783,0.9024797701749463
18431,simple_matched_Q_anticapture,0.8690476190476191,0.2619047619047619,0.19649805447470817,0.6645742222222183,0.8183244401362783,0.9024797701749463
18431,simple_static_q084,0.8333333333333334,0.2857142857142857,0.1819066147859922,0.6836782222222185,0.84,0.84
18432,tdc_full,0.8775510204081632,0.2857142857142857,0.20248328557784145,0.6842115555555518,0.8244427177018879,0.907013909892803
18432,simple_matched_Q,0.8775510204081632,0.2857142857142857,0.20248328557784145,0.6842115555555518,0.8244427177018879,0.907013909892803
18432,simple_matched_Q_anticapture,0.8775510204081632,0.2857142857142857,0.20248328557784145,0.6842115555555518,0.8244427177018879,0.907013909892803
18432,simple_static_q084,0.8469387755102041,0.29591836734693877,0.19484240687679083,0.699039999999996,0.84,0.84
