seed,model,trap_phase_capture_rate,trap_phase_false_consolidation_rate,post_trap_quality_damage,recovery_gain,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trajectory_value,integrated_score,final_quality
16456,simple_time_schedule,0.2548314606741573,0.0,0.0,0.16223234430207312,0.8287292817679558,0.056666666666666664,0.292817679558011,0.7299662222222216,0.8236220105758734,0.92
16456,simple_success_driven,0.25678119349005424,0.0,0.005630534518140662,0.10283246439965765,0.7894736842105263,0.14266666666666666,0.3458646616541353,0.7498382222222206,0.7866621373983691,0.7214765719307882
16456,tdc_unvalidated,0.15546594982078854,0.11947652040030793,0.0,0.10643155542601768,0.8666666666666667,0.06133333333333333,0.29333333333333333,0.7882191111111087,0.8293275401222451,0.8859496966619815
16456,tdc_evidence_validated,0.1360842844600527,0.0,0.0,0.03348678348678347,0.8709677419354839,0.05533333333333333,0.24731182795698925,0.7583191111111104,0.8496227029979044,0.9140443634623445
16456,tdc_validated_with_reversal,0.13604240282685512,0.0,0.0,0.02148101859084517,0.8452380952380952,0.058666666666666666,0.2857142857142857,0.7710151111111097,0.8355550542978571,0.9125153450105388
16457,simple_time_schedule,0.2779510022271715,0.0,0.0,0.08655462184873941,0.8766233766233766,0.066,0.22727272727272727,0.7118022222222214,0.8354038378055034,0.92
16457,simple_success_driven,0.2716049382716049,0.0,0.005567613601603627,0.1684782608695652,0.7687074829931972,0.14,0.35374149659863946,0.7130826666666661,0.7823932027088194,0.7234479562166115
16457,tdc_unvalidated,0.15940114487010126,0.12436820340021443,0.0,0.059578839239856185,0.8496732026143791,0.07333333333333333,0.29411764705882354,0.7755786666666649,0.8177961679395445,0.8646558088859322
16457,tdc_evidence_validated,0.1328364752301622,0.0,0.0,0.011094674556213047,0.8775510204081632,0.043333333333333335,0.25170068027210885,0.7859813333333319,0.8521025098812538,0.9148341998040306
16457,tdc_validated_with_reversal,0.13059033989266547,0.0,0.0,0.043026418026418045,0.9085714285714286,0.04733333333333333,0.2342857142857143,0.7703359999999981,0.8642852868095212,0.9144648822863279
16458,simple_time_schedule,0.2509057971014493,0.0,0.0,0.04058752295011525,0.825,0.06066666666666667,0.33125,0.7097986666666661,0.8051804702418064,0.92
16458,simple_success_driven,0.2530174340634779,0.0,0.035599960684059795,0.11458333333333326,0.7254901960784313,0.13066666666666665,0.39869281045751637,0.7208804444444441,0.7640257181853615,0.7025277727992831
16458,tdc_unvalidated,0.14053579270970576,0.10333179794257638,0.0,0.02795930184465223,0.875,0.056,0.2894736842105263,0.7862546666666648,0.8305468409238761,0.9018104587619381
16458,tdc_evidence_validated,0.13160250671441362,0.0,0.0,-0.0045779812436108624,0.881578947368421,0.05333333333333334,0.24342105263157895,0.7821159999999979,0.8517238751218966,0.914062933430418
16458,tdc_validated_with_reversal,0.1378692927484333,0.0,0.0,0.003241246749331017,0.9125,0.05,0.26875,0.7782688888888871,0.8547133543107213,0.9139653083062087
