seed,policy,long_term_trajectory_value,decision_accuracy,high_stakes_accuracy,severe_error_rate,deep_path_activation_rate,mean_ethics_salience
10333,simple_majority_vote,0.23655555555555777,0.6472222222222223,0.6455696202531646,0.35443037974683544,0.0,0.0
10333,flat_weighted_integrator,0.23655555555555777,0.6472222222222223,0.6455696202531646,0.35443037974683544,0.0,0.0
10333,ethical_sense_metaperception,0.18740000000000395,0.6472222222222223,0.6455696202531646,0.35443037974683544,0.6144444444444445,0.5508666666666655
10333,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10334,single_best_modality,0.08433333333333323,0.575,0.5765247410817032,0.4234752589182969,0.0,0.0
10334,simple_majority_vote,0.24577777777777826,0.6444444444444445,0.6559263521288837,0.3440736478711162,0.0,0.0
10334,flat_weighted_integrator,0.24577777777777826,0.6444444444444445,0.6559263521288837,0.3440736478711162,0.0,0.0
10334,ethical_sense_metaperception,0.19666666666666574,0.6444444444444445,0.6559263521288837,0.3440736478711162,0.6138888888888889,0.5593722222222214
10334,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10335,single_best_modality,0.060222222222221816,0.5722222222222222,0.5498241500586166,0.4501758499413834,0.0,0.0
10335,simple_majority_vote,0.18900000000000042,0.625,0.6166471277842908,0.38335287221570924,0.0,0.0
10335,flat_weighted_integrator,0.18900000000000042,0.625,0.6166471277842908,0.38335287221570924,0.0,0.0
10335,ethical_sense_metaperception,0.1397999999999966,0.625,0.6166471277842908,0.38335287221570924,0.615,0.5572833333333317
10335,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10336,single_best_modality,0.028333333333333387,0.5483333333333333,0.5532646048109966,0.44673539518900346,0.0,0.0
10336,simple_majority_vote,0.2388888888888896,0.6455555555555555,0.6506300114547537,0.34936998854524626,0.0,0.0
10336,flat_weighted_integrator,0.2388888888888896,0.6455555555555555,0.6506300114547537,0.34936998854524626,0.0,0.0
10336,ethical_sense_metaperception,0.1899999999999994,0.6455555555555555,0.6506300114547537,0.34936998854524626,0.6111111111111112,0.5511166666666657
10336,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10337,single_best_modality,0.06955555555555545,0.5722222222222222,0.5626450116009281,0.43735498839907194,0.0,0.0
10337,simple_majority_vote,0.23955555555555616,0.6355555555555555,0.6554524361948956,0.34454756380510443,0.0,0.0
10337,flat_weighted_integrator,0.23955555555555616,0.6355555555555555,0.6554524361948956,0.34454756380510443,0.0,0.0
10337,ethical_sense_metaperception,0.18942222222221997,0.6355555555555555,0.6554524361948956,0.34454756380510443,0.6266666666666667,0.5639499999999984
10337,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10338,single_best_modality,0.0855555555555548,0.5788888888888889,0.5727482678983834,0.42725173210161665,0.0,0.0
10338,simple_majority_vote,0.2531111111111129,0.6544444444444445,0.6524249422632794,0.34757505773672054,0.0,0.0
10338,flat_weighted_integrator,0.2531111111111129,0.6544444444444445,0.6524249422632794,0.34757505773672054,0.0,0.0
10338,ethical_sense_metaperception,0.2028000000000026,0.6544444444444445,0.6524249422632794,0.34757505773672054,0.6288888888888889,0.5643666666666648
10338,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10339,single_best_modality,0.0458888888888889,0.5605555555555556,0.5415676959619953,0.4584323040380047,0.0,0.0
10339,simple_majority_vote,0.20844444444444526,0.6311111111111111,0.6235154394299287,0.37648456057007124,0.0,0.0
10339,flat_weighted_integrator,0.20844444444444526,0.6311111111111111,0.6235154394299287,0.37648456057007124,0.0,0.0
10339,ethical_sense_metaperception,0.15933333333333075,0.6311111111111111,0.6235154394299287,0.37648456057007124,0.6138888888888889,0.5499888888888879
10339,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10340,single_best_modality,0.034444444444444375,0.5611111111111111,0.5485714285714286,0.4514285714285714,0.0,0.0
